timestamp_ms,timestamp_iso,source,id,cardinality,address,rssi,x,y,z,notes
1781812503967,"2026-06-18T21:55:03.967+0200","imu","accel","","","","4.3405805","8.322237","3.1896327",""
1781812503967,"2026-06-18T21:55:03.967+0200","imu","gyro","","","","-0.06826414","-0.066889696","0.05131264",""
1781812503978,"2026-06-18T21:55:03.978+0200","imu","mag","","","","-34.125","-18.54375","13.14375",""
1781812503978,"2026-06-18T21:55:03.978+0200","imu","imu_processed","","","","78.126595","-57.087368","-53.69006",""
1781812503978,"2026-06-18T21:55:03.978+0200","imu","gyro","","","","-0.07498365","-0.0858265","0.043371398",""
1781812503978,"2026-06-18T21:55:03.978+0200","imu","imu_processed","","","","78.126595","-57.087368","-53.69006",""
1781812503978,"2026-06-18T21:55:03.978+0200","imu","accel","","","","4.213761","8.059027","3.141776",""
1781812503978,"2026-06-18T21:55:03.978+0200","imu","imu_processed","","","","78.65976","-56.887615","-53.291824",""
1781812503986,"2026-06-18T21:55:03.986+0200","imu","accel","","","","4.173083","8.001599","3.1633115",""
1781812503986,"2026-06-18T21:55:03.986+0200","imu","imu_processed","","","","79.153","-56.79789","-52.836872",""
1781812503986,"2026-06-18T21:55:03.986+0200","imu","gyro","","","","-0.07620538","-0.11514801","0.05131264",""
1781812503986,"2026-06-18T21:55:03.986+0200","imu","imu_processed","","","","79.153","-56.79789","-52.836872",""
1781812503987,"2026-06-18T21:55:03.987+0200","imu","mag","","","","-32.71875","-18.206251","13.06875",""
1781812503987,"2026-06-18T21:55:03.987+0200","imu","imu_processed","","","","80.14646","-56.79789","-52.836872",""
1781812503995,"2026-06-18T21:55:03.995+0200","imu","accel","","","","4.3070807","8.035098","3.062813",""
1781812503995,"2026-06-18T21:55:03.995+0200","imu","imu_processed","","","","78.64814","-56.66526","-54.582943",""
1781812503995,"2026-06-18T21:55:03.995+0200","imu","gyro","","","","-0.0810923","-0.12247839","0.05986475",""
1781812503995,"2026-06-18T21:55:03.995+0200","imu","imu_processed","","","","78.64814","-56.66526","-54.582943",""
1781812503996,"2026-06-18T21:55:03.996+0200","imu","mag","","","","-31.1625","-17.53125","11.981251",""
1781812503996,"2026-06-18T21:55:03.996+0200","imu","imu_processed","","","","78.25901","-56.66526","-54.582943",""
1781812504005,"2026-06-18T21:55:04.005+0200","imu","accel","","","","4.359723","8.195417","3.1274192",""
1781812504005,"2026-06-18T21:55:04.005+0200","imu","imu_processed","","","","78.37523","-56.787724","-54.346478",""
1781812504005,"2026-06-18T21:55:04.005+0200","imu","gyro","","","","-0.09086613","-0.123089254","0.051923506",""
1781812504005,"2026-06-18T21:55:04.005+0200","imu","imu_processed","","","","78.37523","-56.787724","-54.346478",""
1781812504007,"2026-06-18T21:55:04.007+0200","imu","mag","","","","-31.0125","-17.962502","11.94375",""
1781812504007,"2026-06-18T21:55:04.007+0200","imu","imu_processed","","","","78.96141","-56.787724","-54.346478",""
1781812504014,"2026-06-18T21:55:04.014+0200","imu","accel","","","","4.388437","8.276773","3.3403804",""
1781812504014,"2026-06-18T21:55:04.014+0200","imu","imu_processed","","","","80.852","-56.32303","-52.722416",""
1781812504014,"2026-06-18T21:55:04.014+0200","imu","gyro","","","","-0.0810923","-0.12675445","0.03848448",""
1781812504014,"2026-06-18T21:55:04.014+0200","imu","imu_processed","","","","80.852","-56.32303","-52.722416",""
1781812504017,"2026-06-18T21:55:04.017+0200","imu","mag","","","","-30.6","-17.75625","11.90625",""
1781812504017,"2026-06-18T21:55:04.017+0200","imu","imu_processed","","","","81.04121","-56.32303","-52.722416",""
1781812504024,"2026-06-18T21:55:04.024+0200","imu","accel","","","","4.57747","8.303095","3.4121652",""
1781812504024,"2026-06-18T21:55:04.024+0200","imu","imu_processed","","","","81.23429","-55.48716","-53.298195",""
1781812504024,"2026-06-18T21:55:04.024+0200","imu","gyro","","","","-0.06704241","-0.09010255","0.034819294",""
1781812504024,"2026-06-18T21:55:04.024+0200","imu","imu_processed","","","","81.23429","-55.48716","-53.298195",""
1781812504027,"2026-06-18T21:55:04.027+0200","imu","mag","","","","-30.768751","-18.13125","12.056251",""
1781812504027,"2026-06-18T21:55:04.027+0200","imu","imu_processed","","","","81.65158","-55.48716","-53.298195",""
1781812504033,"2026-06-18T21:55:04.033+0200","imu","accel","","","","4.534399","8.236095","3.251846",""
1781812504033,"2026-06-18T21:55:04.033+0200","imu","imu_processed","","","","80.35216","-55.88262","-54.353786",""
1781812504033,"2026-06-18T21:55:04.033+0200","imu","gyro","","","","-0.060322896","-0.04367683","0.027488915",""
1781812504033,"2026-06-18T21:55:04.033+0200","imu","imu_processed","","","","80.35216","-55.88262","-54.353786",""
1781812504037,"2026-06-18T21:55:04.037+0200","imu","mag","","","","-30.73125","-18.075","11.94375",""
1781812504037,"2026-06-18T21:55:04.037+0200","imu","imu_processed","","","","80.1912","-55.88262","-54.353786",""
1781812504042,"2026-06-18T21:55:04.042+0200","imu","gyro","","","","-0.057879437","-0.04734202","0.037262753",""
1781812504042,"2026-06-18T21:55:04.042+0200","imu","imu_processed","","","","80.1912","-55.88262","-54.353786",""
1781812504042,"2026-06-18T21:55:04.042+0200","imu","accel","","","","4.4410787","8.202596","3.117848",""
1781812504042,"2026-06-18T21:55:04.042+0200","imu","imu_processed","","","","79.10355","-56.514248","-54.929325",""
1781812504047,"2026-06-18T21:55:04.047+0200","imu","mag","","","","-30.581251","-17.98125","11.962501",""
1781812504047,"2026-06-18T21:55:04.047+0200","imu","imu_processed","","","","79.196495","-56.514248","-54.929325",""
